# ============================================================
# LOGS DE TRANSACOES FINANCEIRAS
# Periodo: 01/04/2026 a 25/05/2026
# Total de registros: 500
# Formato por linha:
# [AAAA-MM-DD HH:MM:SS] ID:<id> | TIPO:<tipo> | ORIGEM_NOME:<nome> | ORIGEM_DOC:<cpf_ou_cnpj> | DESTINO_NOME:<nome> | DESTINO_DOC:<cpf_ou_cnpj> | VALOR:R$ <valor> | BANCO_ORIGEM:<codigo> | BANCO_DESTINO:<codigo> | DISPOSITIVO:<dispositivo> | LOCALIZACAO:<cidade-UF> | DESCRICAO:<texto> | STATUS:<CONCLUIDA|FALHA>
# Observacao: campos podem aparecer vazios em alguns registros.
# ============================================================
[2026-04-01 02:32:39] ID:TRX00486 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:86.826.866/0001-15 | DESTINO_NOME:MARKETPLACE OFFSHORE | DESTINO_DOC:95.479.235/0001-81 | VALOR:R$ 8.853,91 | BANCO_ORIGEM:001 | BANCO_DESTINO:380 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Curitiba-PR | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-08 02:40:03] ID:TRX00400 | TIPO:PIX | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:528.104.671-40 | DESTINO_NOME:Bruno Carvalho | DESTINO_DOC:252.801.964-70 | VALOR:R$ 1.883,11 | BANCO_ORIGEM:237 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Curitiba-PR | DESCRICAO:Pagamento | STATUS:CONCLUIDA
[2026-04-08 02:41:10] ID:TRX00401 | TIPO:PIX | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:528.104.671-40 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:16.760.472/0001-46 | VALOR:R$ 4.637,09 | BANCO_ORIGEM:237 | BANCO_DESTINO:237 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Pagamento | STATUS:CONCLUIDA
[2026-04-08 02:42:16] ID:TRX00402 | TIPO:PIX | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:528.104.671-40 | DESTINO_NOME:Isabela Moreira | DESTINO_DOC:876.564.144-23 | VALOR:R$ 3.597,19 | BANCO_ORIGEM:237 | BANCO_DESTINO:212 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Pagamento | STATUS:CONCLUIDA
[2026-04-08 02:43:59] ID:TRX00403 | TIPO:PIX | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:528.104.671-40 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:904.129.596-75 | VALOR:R$ 2.098,02 | BANCO_ORIGEM:237 | BANCO_DESTINO:033 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Pagamento | STATUS:CONCLUIDA
[2026-04-08 12:37:24] ID:TRX00065 | TIPO:SAQUE | ORIGEM_NOME:Thiago Rocha | ORIGEM_DOC:435.724.326-92 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:164.750.943-69 | VALOR:R$ 284,24 | BANCO_ORIGEM:237 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Compra eletronicos | STATUS:CONCLUIDA
[2026-04-08 13:33:19] ID:TRX00224 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Bruno Carvalho | ORIGEM_DOC:683.568.246-50 | DESTINO_NOME:Priscila Monteiro | DESTINO_DOC:983.832.284-20 | VALOR:R$ 149,34 | BANCO_ORIGEM:104 | BANCO_DESTINO:104 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Goiania-GO | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-08 14:41:13] ID:TRX00275 | TIPO:SAQUE | ORIGEM_NOME:Daniel Machado | ORIGEM_DOC:367.975.648-64 | DESTINO_NOME:Priscila Monteiro | DESTINO_DOC:678.474.726-45 | VALOR:R$ 1.030,98 | BANCO_ORIGEM:033 | BANCO_DESTINO:104 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Aracaju-SE | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-08 15:17:53] ID:TRX00234 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Isabela Moreira | ORIGEM_DOC:235.812.843-17 | DESTINO_NOME:Fernanda Gomes | DESTINO_DOC:964.263.206-63 | VALOR:R$ 1.729,41 | BANCO_ORIGEM:336 | BANCO_DESTINO:323 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Curitiba-PR | DESCRICAO:Pagamento fornecedor | STATUS:CONCLUIDA
[2026-04-08 15:29:26] ID:TRX00406 | TIPO:DOC | ORIGEM_NOME:Larissa Cardoso | ORIGEM_DOC:325.402.718-30 | DESTINO_NOME:Rafael Ferreira | DESTINO_DOC:908.913.753-88 | VALOR:R$ 11.417,08 | BANCO_ORIGEM:104 | BANCO_DESTINO:380 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO: | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-08 17:12:16] ID:TRX00025 | TIPO:PIX | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:541.171.780-52 | DESTINO_NOME:Eduardo Cunha | DESTINO_DOC:738.421.779-25 | VALOR:R$ 1.776,33 | BANCO_ORIGEM:001 | BANCO_DESTINO:341 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Fortaleza-CE | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-08 17:31:33] ID:TRX00079 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:408.316.885-27 | DESTINO_NOME:Andre Lopes | DESTINO_DOC:882.361.396-51 | VALOR:R$ 127,86 | BANCO_ORIGEM:323 | BANCO_DESTINO:380 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Paulo-SP | DESCRICAO:Combustivel | STATUS:CONCLUIDA
[2026-04-09 10:08:40] ID:TRX00270 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Patricia Barbosa | ORIGEM_DOC:284.629.515-86 | DESTINO_NOME:Pedro Santos | DESTINO_DOC:677.752.119-94 | VALOR:R$ 112,39 | BANCO_ORIGEM:380 | BANCO_DESTINO:104 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Curitiba-PR | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-09 11:04:45] ID:TRX00144 | TIPO:DOC | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:753.782.731-71 | DESTINO_NOME:Bianca Cavalcanti | DESTINO_DOC:775.599.116-10 | VALOR:R$ 37,72 | BANCO_ORIGEM:341 | BANCO_DESTINO:336 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Reembolso | STATUS:CONCLUIDA
[2026-04-09 12:46:56] ID:TRX00183 | TIPO:TED | ORIGEM_NOME:Gabriel Martins | ORIGEM_DOC:165.369.829-83 | DESTINO_NOME:Felipe Castro | DESTINO_DOC:742.178.608-68 | VALOR:R$ 1.932,00 | BANCO_ORIGEM:001 | BANCO_DESTINO:290 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Recife-PE | DESCRICAO:Pagamento freelancer | STATUS:CONCLUIDA
[2026-04-09 14:28:35] ID:TRX00152 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Larissa Cardoso | ORIGEM_DOC:195.711.712-51 | DESTINO_NOME:Lucas Rodrigues | DESTINO_DOC:984.494.112-47 | VALOR:R$ 1.288,42 | BANCO_ORIGEM:033 | BANCO_DESTINO:001 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Belem-PA | DESCRICAO:Compra eletronicos | STATUS:CONCLUIDA
[2026-04-09 15:01:58] ID:TRX00034 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Gabriel Martins | ORIGEM_DOC:987.572.286-16 | DESTINO_NOME:Gustavo Freitas | DESTINO_DOC:366.488.435-37 | VALOR:R$ 1.485,85 | BANCO_ORIGEM:077 | BANCO_DESTINO:001 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-09 16:35:06] ID:TRX00112 | TIPO:SAQUE | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:199.151.397-59 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:984.730.528-41 | VALOR:R$ 615,72 | BANCO_ORIGEM:033 | BANCO_DESTINO:260 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Manaus-AM | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-09 16:37:19] ID:TRX00227 | TIPO:DOC | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:710.636.445-65 | DESTINO_NOME:Amanda Dias | DESTINO_DOC:803.237.450-72 | VALOR:R$ 177,24 | BANCO_ORIGEM:001 | BANCO_DESTINO:260 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Maceio-AL | DESCRICAO:Pagamento freelancer | STATUS:CONCLUIDA
[2026-04-10 10:30:51] ID:TRX00289 | TIPO:PIX | ORIGEM_NOME:Felipe Castro | ORIGEM_DOC:837.423.904-72 | DESTINO_NOME:Bruno Carvalho | DESTINO_DOC:407.356.675-82 | VALOR:R$ 453,87 | BANCO_ORIGEM:336 | BANCO_DESTINO:104 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Teresina-PI | DESCRICAO:Compra eletronicos | STATUS:CONCLUIDA
[2026-04-10 12:39:40] ID:TRX00072 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Rodrigo Teixeira | ORIGEM_DOC:564.617.719-65 | DESTINO_NOME:Leticia Batista | DESTINO_DOC:201.912.818-24 | VALOR:R$ 1.377,67 | BANCO_ORIGEM:290 | BANCO_DESTINO:323 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Teresina-PI | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-10 12:40:26] ID:TRX00171 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Renata Correia | ORIGEM_DOC:811.998.477-68 | DESTINO_NOME:Eduardo Cunha | DESTINO_DOC:599.435.695-10 | VALOR:R$ 1.138,20 | BANCO_ORIGEM:077 | BANCO_DESTINO:033 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Teresina-PI | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-10 14:02:25] ID:TRX00213 | TIPO:SAQUE | ORIGEM_NOME:Larissa Cardoso | ORIGEM_DOC:120.445.937-48 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:418.387.963-72 | VALOR:R$ 1.730,93 | BANCO_ORIGEM:001 | BANCO_DESTINO:212 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Recife-PE | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-10 14:04:09] ID:TRX00077 | TIPO:PIX | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:449.261.478-49 | DESTINO_NOME:Bruno Carvalho | DESTINO_DOC:838.432.895-82 | VALOR:R$ 243,02 | BANCO_ORIGEM:341 | BANCO_DESTINO:237 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Transferencia familiar | STATUS:CONCLUIDA
[2026-04-10 15:11:10] ID:TRX00210 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Industria DELTA SA | ORIGEM_DOC:35.942.742/0001-28 | DESTINO_NOME:Leticia Batista | DESTINO_DOC:954.709.364-50 | VALOR:R$ 2.024,02 | BANCO_ORIGEM:104 | BANCO_DESTINO:001 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-10 17:51:59] ID:TRX00292 | TIPO:SAQUE | ORIGEM_NOME:Tatiane Reis | ORIGEM_DOC:265.451.333-50 | DESTINO_NOME:Comercio BETA ME | DESTINO_DOC:50.768.398/0001-44 | VALOR:R$ 1.063,21 | BANCO_ORIGEM:380 | BANCO_DESTINO:380 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-10 23:25:11] ID:TRX00352 | TIPO:TED | ORIGEM_NOME:Diego Araujo | ORIGEM_DOC:130.166.586-24 | DESTINO_NOME:Patricia Barbosa | DESTINO_DOC:459.590.572-31 | VALOR:R$ 27.037,89 | BANCO_ORIGEM:260 | BANCO_DESTINO:290 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Teresina-PI | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-11 00:19:39] ID:TRX00350 | TIPO:PIX | ORIGEM_NOME:Daniel Machado | ORIGEM_DOC:791.151.208-59 | DESTINO_NOME:Patricia Barbosa | DESTINO_DOC:155.188.536-60 | VALOR:R$ 9.217,69 | BANCO_ORIGEM:104 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-11 03:16:11] ID:TRX00494 | TIPO:TED | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:191.121.972-36 | DESTINO_NOME:Felipe Castro | DESTINO_DOC:266.497.898-61 | VALOR:R$ 13.722,24 | BANCO_ORIGEM:260 | BANCO_DESTINO:077 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Brasilia-DF | DESCRICAO:Transferencia | STATUS:CONCLUIDA
[2026-04-11 08:33:09] ID:TRX00307 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:894.753.618-58 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:851.289.119-89 | VALOR:R$ 749,75 | BANCO_ORIGEM:260 | BANCO_DESTINO:341 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Maceio-AL | DESCRICAO:Pagamento aluguel | STATUS:CONCLUIDA
[2026-04-11 13:06:06] ID:TRX00294 | TIPO:TED | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:636.883.185-23 | DESTINO_NOME:Diego Araujo | DESTINO_DOC:368.732.259-20 | VALOR:R$ 2.342,93 | BANCO_ORIGEM:336 | BANCO_DESTINO:341 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Paulo-SP | DESCRICAO:Assinatura streaming | STATUS:CONCLUIDA
[2026-04-11 14:04:51] ID:TRX00204 | TIPO:PIX | ORIGEM_NOME:Industria DELTA SA | ORIGEM_DOC:31.484.264/0001-19 | DESTINO_NOME:Diego Araujo | DESTINO_DOC:660.195.446-86 | VALOR:R$ 747,85 | BANCO_ORIGEM:290 | BANCO_DESTINO:260 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Mensalidade escolar | STATUS:CONCLUIDA
[2026-04-11 16:15:36] ID:TRX00149 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Carlos Pereira | ORIGEM_DOC:612.863.454-16 | DESTINO_NOME:Rodrigo Teixeira | DESTINO_DOC:200.547.337-19 | VALOR:R$ 1.697,43 | BANCO_ORIGEM:341 | BANCO_DESTINO:290 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-11 17:19:23] ID:TRX00452 | TIPO:PIX | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:35.608.750/0001-19 | DESTINO_NOME:Isabela Moreira | DESTINO_DOC:960.970.648-37 | VALOR:R$ 30.000,00 | BANCO_ORIGEM:260 | BANCO_DESTINO:260 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-11 21:58:51] ID:TRX00228 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:703.616.273-25 | DESTINO_NOME:Bruno Carvalho | DESTINO_DOC:475.828.766-14 | VALOR:R$ 62,52 | BANCO_ORIGEM:237 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Fortaleza-CE | DESCRICAO:Pagamento aluguel | STATUS:CONCLUIDA
[2026-04-12 06:20:09] ID:TRX00492 | TIPO:TED | ORIGEM_NOME:Renata Correia | ORIGEM_DOC:950.824.775-71 | DESTINO_NOME:Carolina Mendes | DESTINO_DOC:564.743.375-86 | VALOR:R$ 7.808,49 | BANCO_ORIGEM:077 | BANCO_DESTINO:001 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Goiania-GO | DESCRICAO:Transferencia | STATUS:CONCLUIDA
[2026-04-12 10:32:29] ID:TRX00325 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Henrique Pires | ORIGEM_DOC:441.601.502-30 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:118.455.800-55 | VALOR:R$ 2.316,98 | BANCO_ORIGEM:001 | BANCO_DESTINO:001 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Teresina-PI | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-12 16:06:26] ID:TRX00436 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Sabrina Andrade | ORIGEM_DOC:289.550.789-23 | DESTINO_NOME:COMERCIO ESTRELA | DESTINO_DOC:50.226.577/0001-24 | VALOR:R$ 2.700,72 | BANCO_ORIGEM:341 | BANCO_DESTINO:104 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Belem-PA | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-12 16:14:31] ID:TRX00437 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Sabrina Andrade | ORIGEM_DOC:289.550.789-23 | DESTINO_NOME:COMERCIO EXPRESS | DESTINO_DOC:81.839.141/0001-20 | VALOR:R$ 2.510,85 | BANCO_ORIGEM:290 | BANCO_DESTINO:336 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Campinas-SP | DESCRICAO:Compra no estabelecimento | STATUS:CONCLUIDA
[2026-04-12 16:38:29] ID:TRX00296 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Loja EPSILON ME | ORIGEM_DOC:71.652.332/0001-21 | DESTINO_NOME:Henrique Pires | DESTINO_DOC:552.415.474-62 | VALOR:R$ 1.095,92 | BANCO_ORIGEM:077 | BANCO_DESTINO:077 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-12 19:08:27] ID:TRX00108 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Empresa ALFA LTDA | ORIGEM_DOC:31.265.430/0001-38 | DESTINO_NOME:Sabrina Andrade | DESTINO_DOC:454.631.390-20 | VALOR:R$ 2.278,12 | BANCO_ORIGEM:001 | BANCO_DESTINO:033 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Brasilia-DF | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-12 22:00:39] ID:TRX00337 | TIPO:PIX | ORIGEM_NOME:Vinicius Nascimento | ORIGEM_DOC:975.610.656-10 | DESTINO_NOME:Comercio BETA ME | DESTINO_DOC:87.605.343/0001-37 | VALOR:R$ 27.262,99 | BANCO_ORIGEM:380 | BANCO_DESTINO:077 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Maceio-AL | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-12 22:43:52] ID:TRX00355 | TIPO:TED | ORIGEM_NOME:Lucas Rodrigues | ORIGEM_DOC:776.162.192-37 | DESTINO_NOME:Tatiane Reis | DESTINO_DOC:936.242.694-91 | VALOR:R$ 28.760,40 | BANCO_ORIGEM:001 | BANCO_DESTINO:104 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Maceio-AL | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-13 04:24:53] ID:TRX00358 | TIPO:TED | ORIGEM_NOME:Gustavo Freitas | ORIGEM_DOC:786.228.237-11 | DESTINO_NOME:Rafael Ferreira | DESTINO_DOC:173.763.116-28 | VALOR:R$ 49.893,15 | BANCO_ORIGEM:212 | BANCO_DESTINO:336 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Brasilia-DF | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-13 10:03:34] ID:TRX00300 | TIPO:PIX | ORIGEM_NOME:Leticia Batista | ORIGEM_DOC:844.108.338-21 | DESTINO_NOME:Vanessa Marques | DESTINO_DOC:254.115.605-37 | VALOR:R$ 477,05 | BANCO_ORIGEM:033 | BANCO_DESTINO:260 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Transferencia familiar | STATUS:CONCLUIDA
[2026-04-13 10:53:24] ID:TRX00422 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Daniel Machado | ORIGEM_DOC:143.942.946-48 | DESTINO_NOME:Rafael Ferreira | DESTINO_DOC: | VALOR:R$ 8.330,31 | BANCO_ORIGEM:341 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Maceio-AL | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-13 11:56:02] ID:TRX00099 | TIPO:SAQUE | ORIGEM_NOME:Pedro Santos | ORIGEM_DOC:137.871.762-34 | DESTINO_NOME:Amanda Dias | DESTINO_DOC:392.465.982-16 | VALOR:R$ 2.334,43 | BANCO_ORIGEM:341 | BANCO_DESTINO:323 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Natal-RN | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-13 12:04:24] ID:TRX00115 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Daniel Machado | ORIGEM_DOC:231.199.503-57 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:913.447.671-56 | VALOR:R$ 1.134,13 | BANCO_ORIGEM:341 | BANCO_DESTINO:260 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Pagamento fornecedor | STATUS:CONCLUIDA
[2026-04-13 12:47:39] ID:TRX00187 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:254.106.519-13 | DESTINO_NOME:Felipe Castro | DESTINO_DOC:338.654.454-91 | VALOR:R$ 1.167,86 | BANCO_ORIGEM:380 | BANCO_DESTINO:336 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Joao Pessoa-PB | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-13 14:36:00] ID:TRX00281 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Diego Araujo | ORIGEM_DOC:401.448.219-75 | DESTINO_NOME:Leticia Batista | DESTINO_DOC:363.997.650-83 | VALOR:R$ 449,96 | BANCO_ORIGEM:341 | BANCO_DESTINO:033 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Pagamento freelancer | STATUS:CONCLUIDA
[2026-04-14 09:08:48] ID:TRX00177 | TIPO:TED | ORIGEM_NOME:Industria DELTA SA | ORIGEM_DOC:41.383.760/0001-20 | DESTINO_NOME:Andre Lopes | DESTINO_DOC:354.666.715-86 | VALOR:R$ 1.480,09 | BANCO_ORIGEM:323 | BANCO_DESTINO:290 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Goiania-GO | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-14 09:36:06] ID:TRX00163 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:786.983.601-77 | DESTINO_NOME:Diego Araujo | DESTINO_DOC:754.420.711-59 | VALOR:R$ 479,60 | BANCO_ORIGEM:290 | BANCO_DESTINO:237 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Salvador-BA | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-14 11:11:47] ID:TRX00284 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Rodrigo Teixeira | ORIGEM_DOC:311.334.307-41 | DESTINO_NOME:Carolina Mendes | DESTINO_DOC:956.733.464-29 | VALOR:R$ 1.255,01 | BANCO_ORIGEM:237 | BANCO_DESTINO:237 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Manaus-AM | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-14 11:21:49] ID:TRX00069 | TIPO:DOC | ORIGEM_NOME:Carlos Pereira | ORIGEM_DOC:653.356.917-32 | DESTINO_NOME:Daniel Machado | DESTINO_DOC:212.776.987-13 | VALOR:R$ 1.974,78 | BANCO_ORIGEM:380 | BANCO_DESTINO:001 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-14 12:32:31] ID:TRX00020 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Camila Ribeiro | ORIGEM_DOC:145.103.441-26 | DESTINO_NOME:Leonardo Pinto | DESTINO_DOC:752.368.265-66 | VALOR:R$ 2.264,76 | BANCO_ORIGEM:001 | BANCO_DESTINO:033 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-14 12:43:22] ID:TRX00245 | TIPO:DOC | ORIGEM_NOME:Camila Ribeiro | ORIGEM_DOC:827.218.879-55 | DESTINO_NOME:Bruno Carvalho | DESTINO_DOC:675.591.696-83 | VALOR:R$ 2.453,62 | BANCO_ORIGEM:077 | BANCO_DESTINO:104 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Joao Pessoa-PB | DESCRICAO:Mensalidade escolar | STATUS:CONCLUIDA
[2026-04-14 13:50:04] ID:TRX00454 | TIPO:PIX | ORIGEM_NOME:Gustavo Freitas | ORIGEM_DOC:943.409.616-48 | DESTINO_NOME:Bianca Cavalcanti | DESTINO_DOC:543.779.652-50 | VALOR:R$ 100.000,00 | BANCO_ORIGEM:237 | BANCO_DESTINO:323 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Campinas-SP | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-14 15:16:34] ID:TRX00264 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Renata Correia | ORIGEM_DOC:850.977.397-27 | DESTINO_NOME:Ricardo Nunes | DESTINO_DOC:575.613.622-21 | VALOR:R$ 1.188,18 | BANCO_ORIGEM:104 | BANCO_DESTINO:290 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Manaus-AM | DESCRICAO:Pagamento academia | STATUS:CONCLUIDA
